project_name,description,compliance_framework,scan_type,file_count,lines_of_code,issues_found,critical,high,medium,score
Project_4183,Web application security audit,PCI-DSS,deep,301,456593,19,4,7,8,40
Project_4184,Web application security audit,GDPR,deep,6,492619,25,2,19,4,40
Project_4185,Web application security audit,ISO 27001,deep,18,37807,39,4,26,9,40
Project_4186,Web application security audit,ISO 27001,deep,289,40397,2,1,1,0,86
Project_4187,Web application security audit,GDPR,standard,400,175916,20,2,2,16,56
Project_4188,Web application security audit,OWASP,deep,286,247916,14,0,7,7,65
Project_4189,Web application security audit,GDPR,standard,147,38960,14,0,8,6,62
Project_4190,Web application security audit,ISO 27001,deep,31,203015,38,3,7,28,40
Project_4191,Web application security audit,ISO 27001,standard,88,250308,11,3,5,3,47
Project_4192,Web application security audit,OWASP,deep,384,198491,19,1,2,16,66
Project_4193,Web application security audit,GDPR,standard,420,178092,2,1,1,0,86
Project_4194,Web application security audit,PCI-DSS,standard,267,457655,30,3,23,4,40
Project_4195,Web application security audit,GDPR,standard,175,14415,1,0,1,0,96
Project_4196,Web application security audit,ISO 27001,standard,292,494333,13,5,3,5,40
Project_4197,Web application security audit,PCI-DSS,standard,334,426897,29,3,11,15,40
Project_4198,Web application security audit,ISO 27001,standard,496,311645,6,1,1,4,82
Project_4199,Web application security audit,OWASP,deep,22,51671,23,4,12,7,40
Project_4200,Web application security audit,GDPR,standard,174,150916,4,1,0,3,87
Project_4201,Web application security audit,OWASP,standard,182,387419,22,2,9,11,40
Project_4202,Web application security audit,OWASP,standard,10,250394,5,4,0,1,59
Project_4203,Web application security audit,PCI-DSS,standard,406,159796,0,0,0,0,100
Project_4204,Web application security audit,OWASP,standard,413,149213,0,0,0,0,100
Project_4205,Web application security audit,OWASP,deep,324,490207,28,3,10,15,40
Project_4206,Web application security audit,OWASP,deep,18,226885,40,5,33,2,40
Project_4207,Web application security audit,OWASP,standard,369,106293,14,1,12,1,41
Project_4208,Web application security audit,PCI-DSS,standard,274,348525,18,5,0,13,40
Project_4209,Web application security audit,GDPR,standard,54,197926,31,0,13,18,40
Project_4210,Web application security audit,ISO 27001,standard,327,242317,10,3,2,5,57
Project_4211,Web application security audit,PCI-DSS,deep,265,336864,14,5,5,4,40
Project_4212,Web application security audit,OWASP,deep,310,221104,21,4,14,3,40
Project_4213,Web application security audit,OWASP,standard,474,29662,30,2,21,7,40
Project_4214,Web application security audit,OWASP,standard,214,166549,4,4,0,0,60
Project_4215,Web application security audit,ISO 27001,deep,23,358777,9,1,1,7,79
Project_4216,Web application security audit,ISO 27001,standard,252,231197,27,4,5,18,40
Project_4217,Web application security audit,GDPR,standard,420,68726,15,4,1,10,46
Project_4218,Web application security audit,PCI-DSS,standard,114,259156,10,0,1,9,87
Project_4219,Web application security audit,OWASP,deep,84,136843,25,1,0,24,66
Project_4220,Web application security audit,GDPR,standard,460,184998,38,1,18,19,40
Project_4221,Web application security audit,ISO 27001,standard,311,360762,11,5,2,4,40
Project_4222,Web application security audit,GDPR,deep,101,158162,15,5,7,3,40
Project_4223,Web application security audit,GDPR,standard,483,200139,31,3,17,11,40
Project_4224,Web application security audit,GDPR,standard,24,117507,12,4,0,8,52
Project_4225,Web application security audit,PCI-DSS,standard,151,485443,23,0,1,22,74
Project_4226,Web application security audit,OWASP,deep,499,237904,23,3,19,1,40
Project_4227,Web application security audit,ISO 27001,standard,70,381117,10,2,7,1,51
Project_4228,Web application security audit,OWASP,standard,485,385457,12,0,3,9,79
Project_4229,Web application security audit,ISO 27001,deep,441,327429,5,4,0,1,59
Project_4230,Web application security audit,ISO 27001,deep,195,336838,0,0,0,0,100
Project_4231,Web application security audit,OWASP,deep,294,303061,0,0,0,0,100
Project_4232,Web application security audit,GDPR,standard,296,93365,3,1,0,2,88
Project_4233,Web application security audit,PCI-DSS,standard,216,86645,1,1,0,0,90
Project_4234,Web application security audit,GDPR,deep,495,366181,6,1,1,4,82
Project_4235,Web application security audit,ISO 27001,standard,68,287011,22,1,3,18,60
Project_4236,Web application security audit,GDPR,standard,236,71487,13,2,4,7,57
Project_4237,Web application security audit,PCI-DSS,deep,377,301913,11,2,5,4,56
Project_4238,Web application security audit,OWASP,standard,78,200722,31,0,19,12,40
Project_4239,Web application security audit,PCI-DSS,deep,338,87165,32,2,25,5,40
Project_4240,Web application security audit,PCI-DSS,standard,486,180040,30,1,8,21,40
Project_4241,Web application security audit,OWASP,standard,251,487218,24,4,0,20,40
Project_4242,Web application security audit,GDPR,standard,158,4495,1,0,1,0,96
Project_4243,Web application security audit,ISO 27001,deep,301,237432,9,0,6,3,73
Project_4244,Web application security audit,PCI-DSS,standard,325,462328,40,0,38,2,40
Project_4245,Web application security audit,ISO 27001,standard,475,386165,26,1,1,24,62
Project_4246,Web application security audit,PCI-DSS,deep,423,255658,7,1,1,5,81
Project_4247,Web application security audit,OWASP,standard,95,24244,12,0,2,10,82
Project_4248,Web application security audit,OWASP,standard,58,265126,17,1,11,5,41
Project_4249,Web application security audit,PCI-DSS,standard,384,389914,13,3,4,6,48
Project_4250,Web application security audit,ISO 27001,deep,209,443226,10,5,2,3,40
Project_4251,Web application security audit,OWASP,deep,337,124665,33,5,3,25,40
Project_4252,Web application security audit,GDPR,standard,460,355108,19,4,13,2,40
Project_4253,Web application security audit,ISO 27001,deep,439,269410,37,1,9,27,40
Project_4254,Web application security audit,OWASP,deep,124,462317,29,5,24,0,40
Project_4255,Web application security audit,PCI-DSS,standard,458,14049,26,0,22,4,40
Project_4256,Web application security audit,ISO 27001,standard,89,325706,34,2,32,0,40
Project_4257,Web application security audit,ISO 27001,standard,375,203356,36,0,16,20,40
Project_4258,Web application security audit,ISO 27001,deep,108,366053,7,0,6,1,75
Project_4259,Web application security audit,ISO 27001,deep,180,332165,24,1,22,1,40
Project_4260,Web application security audit,GDPR,standard,148,262314,25,0,19,6,40
Project_4261,Web application security audit,PCI-DSS,deep,276,384380,20,5,9,6,40
Project_4262,Web application security audit,ISO 27001,standard,56,88288,20,0,19,1,40
Project_4263,Web application security audit,PCI-DSS,deep,144,220480,12,1,3,8,70
Project_4264,Web application security audit,OWASP,standard,218,44765,27,0,22,5,40
Project_4265,Web application security audit,OWASP,deep,157,315415,18,0,13,5,43
Project_4266,Web application security audit,GDPR,deep,395,166314,30,5,21,4,40
Project_4267,Web application security audit,ISO 27001,deep,246,276348,14,4,4,6,40
Project_4268,Web application security audit,ISO 27001,standard,267,134024,3,1,2,0,82
Project_4269,Web application security audit,ISO 27001,standard,376,492506,32,3,12,17,40
Project_4270,Web application security audit,PCI-DSS,deep,475,209048,15,2,9,4,40
Project_4271,Web application security audit,ISO 27001,deep,401,132441,7,1,1,5,81
Project_4272,Web application security audit,OWASP,deep,231,100303,34,3,30,1,40
Project_4273,Web application security audit,PCI-DSS,standard,190,61816,17,5,2,10,40
Project_4274,Web application security audit,OWASP,standard,481,395098,19,5,4,10,40
Project_4275,Web application security audit,GDPR,standard,444,249964,11,1,4,6,68
Project_4276,Web application security audit,OWASP,deep,369,28272,16,5,6,5,40
Project_4277,Web application security audit,PCI-DSS,standard,465,401685,5,2,1,2,74
Project_4278,Web application security audit,ISO 27001,deep,353,435527,2,2,0,0,80
Project_4279,Web application security audit,OWASP,deep,220,15105,9,2,1,6,70
Project_4280,Web application security audit,PCI-DSS,standard,470,7686,37,1,35,1,40
Project_4281,Web application security audit,PCI-DSS,standard,11,114050,27,5,8,14,40
Project_4282,Web application security audit,PCI-DSS,standard,49,82296,35,4,6,25,40
Project_4283,Web application security audit,GDPR,standard,407,462586,4,0,1,3,93
Project_4284,Web application security audit,OWASP,deep,352,125422,29,5,7,17,40
Project_4285,Web application security audit,OWASP,deep,443,37431,36,1,33,2,40
Project_4286,Web application security audit,GDPR,deep,380,434816,29,2,1,26,50
Project_4287,Web application security audit,OWASP,deep,317,435702,4,1,1,2,84
Project_4288,Web application security audit,PCI-DSS,deep,150,4114,18,4,14,0,40
Project_4289,Web application security audit,GDPR,deep,370,155272,26,5,3,18,40
Project_4290,Web application security audit,PCI-DSS,deep,315,442378,40,3,21,16,40
Project_4291,Web application security audit,ISO 27001,deep,19,122879,40,4,13,23,40
Project_4292,Web application security audit,ISO 27001,deep,387,258581,3,1,2,0,82
Project_4293,Web application security audit,OWASP,deep,380,323908,29,5,13,11,40
Project_4294,Web application security audit,GDPR,deep,427,91803,25,0,10,15,45
Project_4295,Web application security audit,ISO 27001,deep,56,450052,30,0,17,13,40
Project_4296,Web application security audit,ISO 27001,standard,183,448285,15,2,3,10,58
Project_4297,Web application security audit,OWASP,deep,113,152478,20,4,15,1,40
Project_4298,Web application security audit,PCI-DSS,standard,221,444540,21,0,3,18,70
Project_4299,Web application security audit,PCI-DSS,standard,478,253890,15,3,6,6,40
Project_4300,Web application security audit,OWASP,standard,477,168712,39,3,15,21,40
Project_4301,Web application security audit,GDPR,standard,427,456955,16,3,5,8,42
Project_4302,Web application security audit,PCI-DSS,standard,419,166184,30,1,16,13,40
Project_4303,Web application security audit,ISO 27001,deep,300,16088,28,5,5,18,40
Project_4304,Web application security audit,ISO 27001,deep,330,290094,11,5,5,1,40
Project_4305,Web application security audit,OWASP,standard,72,375496,30,1,24,5,40
Project_4306,Web application security audit,PCI-DSS,deep,321,282934,17,0,6,11,65
Project_4307,Web application security audit,GDPR,deep,358,329042,22,5,7,10,40
Project_4308,Web application security audit,OWASP,deep,258,84043,34,2,20,12,40
Project_4309,Web application security audit,GDPR,standard,476,385749,8,0,6,2,74
Project_4310,Web application security audit,GDPR,standard,280,33775,31,2,27,2,40
Project_4311,Web application security audit,OWASP,deep,240,257781,5,3,1,1,65
Project_4312,Web application security audit,PCI-DSS,deep,217,157265,26,2,20,4,40
Project_4313,Web application security audit,PCI-DSS,standard,183,2669,13,2,11,0,40
Project_4314,Web application security audit,PCI-DSS,deep,205,66523,19,4,8,7,40
Project_4315,Web application security audit,GDPR,deep,267,40297,26,4,11,11,40
Project_4316,Web application security audit,OWASP,standard,261,64417,38,4,22,12,40
Project_4317,Web application security audit,ISO 27001,standard,36,17956,26,2,1,23,53
Project_4318,Web application security audit,GDPR,standard,478,120183,1,1,0,0,90
Project_4319,Web application security audit,ISO 27001,deep,228,144465,5,3,1,1,65
Project_4320,Web application security audit,PCI-DSS,deep,479,177153,3,1,0,2,88
Project_4321,Web application security audit,ISO 27001,standard,300,441538,7,3,0,4,66
Project_4322,Web application security audit,ISO 27001,deep,56,486254,28,1,24,3,40
Project_4323,Web application security audit,ISO 27001,deep,191,83410,8,1,1,6,80
Project_4324,Web application security audit,PCI-DSS,deep,291,99794,0,0,0,0,100
Project_4325,Web application security audit,GDPR,deep,112,431878,24,4,6,14,40
Project_4326,Web application security audit,GDPR,standard,103,109549,17,0,9,8,56
Project_4327,Web application security audit,ISO 27001,standard,473,72025,9,0,5,4,76
Project_4328,Web application security audit,GDPR,deep,215,249681,5,3,2,0,62
Project_4329,Web application security audit,OWASP,deep,234,268817,30,5,15,10,40
Project_4330,Web application security audit,ISO 27001,standard,334,109238,11,1,2,8,74
Project_4331,Web application security audit,GDPR,standard,406,331745,14,1,12,1,41
Project_4332,Web application security audit,PCI-DSS,standard,44,209737,23,0,8,15,53
Project_4333,Web application security audit,ISO 27001,deep,233,286021,30,5,15,10,40
Project_4334,Web application security audit,ISO 27001,deep,53,460547,24,5,4,15,40
Project_4335,Web application security audit,ISO 27001,standard,23,295645,6,3,2,1,61
Project_4336,Web application security audit,GDPR,standard,360,482978,34,0,15,19,40
Project_4337,Web application security audit,PCI-DSS,deep,198,201715,4,3,1,0,66
Project_4338,Web application security audit,PCI-DSS,standard,427,331644,32,3,15,14,40
Project_4339,Web application security audit,PCI-DSS,deep,180,392711,40,0,37,3,40
Project_4340,Web application security audit,ISO 27001,deep,336,119283,29,0,11,18,40
Project_4341,Web application security audit,PCI-DSS,deep,28,258343,23,3,12,8,40
Project_4342,Web application security audit,OWASP,deep,469,146819,40,1,15,24,40
Project_4343,Web application security audit,PCI-DSS,standard,70,214538,9,4,3,2,46
Project_4344,Web application security audit,PCI-DSS,standard,289,165849,21,3,13,5,40
Project_4345,Web application security audit,PCI-DSS,standard,489,286304,13,1,4,8,66
Project_4346,Web application security audit,GDPR,deep,412,124195,37,4,29,4,40
Project_4347,Web application security audit,GDPR,deep,170,404415,2,2,0,0,80
Project_4348,Web application security audit,OWASP,deep,489,394989,38,0,33,5,40
Project_4349,Web application security audit,PCI-DSS,deep,329,371394,32,1,16,15,40
Project_4350,Web application security audit,PCI-DSS,deep,35,428031,0,0,0,0,100
Project_4351,Web application security audit,ISO 27001,standard,243,194880,11,2,5,4,56
Project_4352,Web application security audit,PCI-DSS,deep,43,310684,28,4,14,10,40
Project_4353,Web application security audit,ISO 27001,standard,260,257320,18,3,4,11,43
Project_4354,Web application security audit,PCI-DSS,deep,70,234573,23,2,12,9,40
Project_4355,Web application security audit,PCI-DSS,deep,43,413762,28,5,1,22,40
Project_4356,Web application security audit,ISO 27001,deep,309,244242,1,0,0,1,99
Project_4357,Web application security audit,ISO 27001,standard,480,47596,8,5,2,1,41
Project_4358,Web application security audit,PCI-DSS,deep,335,390471,27,5,4,18,40
Project_4359,Web application security audit,OWASP,deep,422,152531,7,1,3,3,75
Project_4360,Web application security audit,ISO 27001,deep,288,212315,11,0,7,4,68
Project_4361,Web application security audit,OWASP,standard,175,381455,2,2,0,0,80
Project_4362,Web application security audit,PCI-DSS,standard,179,129772,0,0,0,0,100
Project_4363,Web application security audit,GDPR,deep,497,167211,25,3,13,9,40
Project_4364,Web application security audit,ISO 27001,standard,413,60989,39,5,5,29,40
Project_4365,Web application security audit,OWASP,standard,364,70951,33,1,21,11,40
Project_4366,Web application security audit,ISO 27001,deep,341,250968,15,3,12,0,40
Project_4367,Web application security audit,GDPR,standard,77,21043,33,1,12,20,40
Project_4368,Web application security audit,GDPR,standard,430,228178,6,2,0,4,76
Project_4369,Web application security audit,GDPR,standard,62,442312,12,4,4,4,40
Project_4370,Web application security audit,GDPR,deep,12,128909,14,3,1,10,56
Project_4371,Web application security audit,GDPR,deep,403,476793,0,0,0,0,100
Project_4372,Web application security audit,GDPR,standard,465,446042,28,1,24,3,40
Project_4373,Web application security audit,ISO 27001,standard,306,298659,26,2,0,24,56
Project_4374,Web application security audit,OWASP,deep,50,428924,0,0,0,0,100
Project_4375,Web application security audit,PCI-DSS,standard,56,92791,10,5,2,3,40
Project_4376,Web application security audit,GDPR,deep,167,347998,36,0,16,20,40
Project_4377,Web application security audit,PCI-DSS,deep,434,48265,32,1,30,1,40
Project_4378,Web application security audit,ISO 27001,standard,175,344766,4,2,1,1,75
Project_4379,Web application security audit,ISO 27001,deep,142,6902,24,0,16,8,40
Project_4380,Web application security audit,ISO 27001,standard,252,368059,28,2,22,4,40
Project_4381,Web application security audit,PCI-DSS,standard,395,465401,8,5,2,1,41
Project_4382,Web application security audit,ISO 27001,standard,461,119681,39,5,32,2,40
Project_4383,Web application security audit,GDPR,standard,387,202071,21,4,14,3,40
Project_4384,Web application security audit,ISO 27001,standard,135,176128,2,0,1,1,95
Project_4385,Web application security audit,GDPR,standard,125,162741,22,1,15,6,40
Project_4386,Web application security audit,ISO 27001,deep,244,344271,36,4,14,18,40
Project_4387,Web application security audit,ISO 27001,standard,474,75088,10,3,3,4,54
Project_4388,Web application security audit,PCI-DSS,deep,39,266637,34,1,17,16,40
Project_4389,Web application security audit,PCI-DSS,standard,303,497166,4,0,4,0,84
Project_4390,Web application security audit,ISO 27001,standard,367,373855,19,0,6,13,63
Project_4391,Web application security audit,ISO 27001,deep,430,489712,24,1,7,16,46
Project_4392,Web application security audit,OWASP,standard,483,122580,32,5,8,19,40
Project_4393,Web application security audit,GDPR,standard,118,106515,1,0,0,1,99
Project_4394,Web application security audit,ISO 27001,deep,384,481770,25,3,21,1,40
Project_4395,Web application security audit,GDPR,standard,177,138789,29,2,17,10,40
Project_4396,Web application security audit,ISO 27001,standard,316,62940,15,1,1,13,73
Project_4397,Web application security audit,OWASP,standard,108,72245,11,5,6,0,40
Project_4398,Web application security audit,OWASP,deep,323,170181,28,1,11,16,40
Project_4399,Web application security audit,OWASP,deep,315,486921,24,4,8,12,40
Project_4400,Web application security audit,ISO 27001,deep,294,131535,27,0,24,3,40
Project_4401,Web application security audit,OWASP,deep,336,125864,23,3,8,12,40
Project_4402,Web application security audit,OWASP,deep,76,99506,30,1,25,4,40
Project_4403,Web application security audit,OWASP,deep,228,271050,34,2,7,25,40
Project_4404,Web application security audit,ISO 27001,standard,332,319844,28,0,21,7,40
Project_4405,Web application security audit,ISO 27001,standard,303,365169,30,2,9,19,40
Project_4406,Web application security audit,OWASP,standard,441,184273,39,5,13,21,40
Project_4407,Web application security audit,GDPR,standard,348,437601,4,3,0,1,69
Project_4408,Web application security audit,ISO 27001,standard,432,424001,5,2,1,2,74
Project_4409,Web application security audit,ISO 27001,standard,36,436583,19,4,11,4,40
Project_4410,Web application security audit,ISO 27001,deep,392,187950,6,4,1,1,55
Project_4411,Web application security audit,ISO 27001,deep,415,261048,33,4,6,23,40
Project_4412,Web application security audit,GDPR,deep,373,128398,32,5,8,19,40
Project_4413,Web application security audit,OWASP,deep,139,371165,22,1,21,0,40
Project_4414,Web application security audit,GDPR,deep,250,483386,29,0,1,28,68
Project_4415,Web application security audit,OWASP,standard,288,217064,23,2,10,11,40
Project_4416,Web application security audit,GDPR,deep,384,256293,12,4,0,8,52
Project_4417,Web application security audit,OWASP,deep,79,64242,28,5,16,7,40
Project_4418,Web application security audit,GDPR,standard,170,80893,22,3,9,10,40
Project_4419,Web application security audit,GDPR,standard,81,239149,22,3,8,11,40
Project_4420,Web application security audit,ISO 27001,deep,204,157827,11,4,5,2,40
Project_4421,Web application security audit,GDPR,deep,106,400711,7,2,5,0,60
Project_4422,Web application security audit,GDPR,deep,250,279229,40,2,17,21,40
Project_4423,Web application security audit,PCI-DSS,standard,189,201264,12,2,5,5,55
Project_4424,Web application security audit,ISO 27001,standard,271,495445,23,1,1,21,65
Project_4425,Web application security audit,PCI-DSS,deep,360,415053,6,5,0,1,49
Project_4426,Web application security audit,PCI-DSS,standard,56,396913,2,0,2,0,92
Project_4427,Web application security audit,GDPR,standard,31,307486,30,3,24,3,40
Project_4428,Web application security audit,OWASP,deep,119,123865,15,1,7,7,55
Project_4429,Web application security audit,GDPR,standard,88,12737,15,4,6,5,40
Project_4430,Web application security audit,GDPR,deep,338,117962,17,5,10,2,40
Project_4431,Web application security audit,PCI-DSS,standard,312,35246,9,3,4,2,52
Project_4432,Web application security audit,PCI-DSS,deep,163,364486,18,4,0,14,46
Project_4433,Web application security audit,PCI-DSS,deep,277,113154,8,2,0,6,74
Project_4434,Web application security audit,PCI-DSS,standard,154,289313,4,2,2,0,72
Project_4435,Web application security audit,ISO 27001,deep,124,382052,17,5,9,3,40
Project_4436,Web application security audit,GDPR,deep,175,111938,31,5,13,13,40
Project_4437,Web application security audit,PCI-DSS,deep,230,203671,13,0,10,3,57
Project_4438,Web application security audit,PCI-DSS,standard,275,294504,12,2,3,7,61
Project_4439,Web application security audit,OWASP,deep,74,336918,4,3,0,1,69
Project_4440,Web application security audit,PCI-DSS,deep,447,246904,2,2,0,0,80
Project_4441,Web application security audit,OWASP,standard,290,427308,37,0,4,33,51
Project_4442,Web application security audit,OWASP,deep,315,279953,2,2,0,0,80
Project_4443,Web application security audit,ISO 27001,deep,420,263747,34,0,19,15,40
Project_4444,Web application security audit,OWASP,deep,62,331583,33,2,21,10,40
Project_4445,Web application security audit,PCI-DSS,standard,229,381575,1,1,0,0,90
Project_4446,Web application security audit,ISO 27001,standard,103,200699,24,3,15,6,40
Project_4447,Web application security audit,GDPR,deep,65,340019,19,0,9,10,54
Project_4448,Web application security audit,GDPR,standard,84,380364,36,4,7,25,40
Project_4449,Web application security audit,OWASP,deep,46,421630,33,2,4,27,40
Project_4450,Web application security audit,PCI-DSS,standard,149,234995,22,0,22,0,40
Project_4451,Web application security audit,GDPR,deep,44,301751,40,5,4,31,40
Project_4452,Web application security audit,OWASP,deep,210,301097,8,3,2,3,59
Project_4453,Web application security audit,PCI-DSS,deep,41,102510,6,1,4,1,73
Project_4454,Web application security audit,OWASP,deep,320,461447,25,3,21,1,40
Project_4455,Web application security audit,GDPR,standard,158,227767,25,2,9,14,40
Project_4456,Web application security audit,OWASP,standard,105,434326,37,3,33,1,40
Project_4457,Web application security audit,PCI-DSS,deep,470,46231,34,0,17,17,40
Project_4458,Web application security audit,PCI-DSS,standard,261,170516,20,1,9,10,44
Project_4459,Web application security audit,PCI-DSS,standard,294,58798,6,4,0,2,58
Project_4460,Web application security audit,ISO 27001,standard,428,355881,26,0,5,21,59
Project_4461,Web application security audit,OWASP,standard,431,69573,10,0,0,10,90
Project_4462,Web application security audit,OWASP,deep,236,395222,8,2,2,4,68
Project_4463,Web application security audit,PCI-DSS,standard,74,81902,37,4,11,22,40
Project_4464,Web application security audit,PCI-DSS,standard,316,51241,36,2,20,14,40
Project_4465,Web application security audit,OWASP,standard,448,123716,17,1,2,14,68
Project_4466,Web application security audit,ISO 27001,standard,299,59776,12,5,3,4,40
Project_4467,Web application security audit,OWASP,deep,43,485930,14,5,6,3,40
Project_4468,Web application security audit,GDPR,standard,416,461471,15,1,5,9,61
Project_4469,Web application security audit,OWASP,deep,7,415484,35,0,21,14,40
Project_4470,Web application security audit,GDPR,standard,213,253268,5,2,0,3,77
Project_4471,Web application security audit,ISO 27001,standard,255,57515,33,0,1,32,64
Project_4472,Web application security audit,OWASP,standard,459,130918,15,2,4,9,55
Project_4473,Web application security audit,ISO 27001,standard,159,133689,34,2,2,30,42
Project_4474,Web application security audit,PCI-DSS,standard,358,250820,32,0,5,27,53
Project_4475,Web application security audit,GDPR,deep,62,77022,32,1,13,18,40
Project_4476,Web application security audit,PCI-DSS,deep,129,469537,30,1,22,7,40
Project_4477,Web application security audit,GDPR,deep,435,286669,26,3,20,3,40
Project_4478,Web application security audit,OWASP,deep,475,143068,1,0,1,0,96
Project_4479,Web application security audit,OWASP,standard,155,123390,13,2,1,10,66
Project_4480,Web application security audit,PCI-DSS,standard,412,352059,32,2,2,28,44
Project_4481,Web application security audit,OWASP,deep,341,411676,30,5,10,15,40
Project_4482,Web application security audit,ISO 27001,standard,329,176709,38,0,22,16,40
Project_4483,Web application security audit,PCI-DSS,deep,201,491367,21,1,17,3,40
Project_4484,Web application security audit,GDPR,standard,196,380238,32,3,21,8,40
Project_4485,Web application security audit,GDPR,deep,60,152281,6,5,1,0,46
Project_4486,Web application security audit,PCI-DSS,standard,424,86106,8,5,2,1,41
Project_4487,Web application security audit,OWASP,standard,121,432431,35,5,21,9,40
Project_4488,Web application security audit,PCI-DSS,deep,140,274975,32,1,19,12,40
Project_4489,Web application security audit,ISO 27001,deep,132,440483,13,0,5,8,72
Project_4490,Web application security audit,PCI-DSS,standard,33,96396,15,2,6,7,49
Project_4491,Web application security audit,PCI-DSS,deep,159,219174,35,2,32,1,40
Project_4492,Web application security audit,GDPR,deep,209,488185,18,5,2,11,40
Project_4493,Web application security audit,ISO 27001,deep,489,123465,12,1,10,1,49
Project_4494,Web application security audit,OWASP,deep,211,210974,0,0,0,0,100
Project_4495,Web application security audit,PCI-DSS,standard,8,493987,5,3,0,2,68
Project_4496,Web application security audit,PCI-DSS,standard,494,212486,32,0,13,19,40
Project_4497,Web application security audit,ISO 27001,standard,253,384597,9,1,3,5,73
Project_4498,Web application security audit,ISO 27001,standard,229,51311,32,2,14,16,40
Project_4499,Web application security audit,GDPR,deep,277,316954,36,1,33,2,40
Project_4500,Web application security audit,ISO 27001,standard,33,442794,35,5,27,3,40
Project_4501,Web application security audit,PCI-DSS,deep,404,69804,12,1,10,1,49
Project_4502,Web application security audit,PCI-DSS,standard,391,307478,15,4,6,5,40
Project_4503,Web application security audit,GDPR,deep,409,191640,10,3,1,6,60
Project_4504,Web application security audit,GDPR,standard,379,244055,28,4,8,16,40
Project_4505,Web application security audit,PCI-DSS,deep,26,229588,33,3,8,22,40
Project_4506,Web application security audit,ISO 27001,standard,181,169264,6,3,3,0,58
Project_4507,Web application security audit,PCI-DSS,deep,182,464757,23,3,19,1,40
Project_4508,Web application security audit,GDPR,standard,213,100762,31,1,30,0,40
Project_4509,Web application security audit,PCI-DSS,deep,202,41242,17,5,11,1,40
Project_4510,Web application security audit,ISO 27001,standard,435,221905,14,3,7,4,40
Project_4511,Web application security audit,OWASP,standard,442,102636,25,0,3,22,66
Project_4512,Web application security audit,OWASP,standard,134,181032,14,3,2,9,53
Project_4513,Web application security audit,PCI-DSS,deep,470,411803,37,0,18,19,40
Project_4514,Web application security audit,OWASP,deep,13,277746,16,2,13,1,40
Project_4515,Web application security audit,OWASP,standard,158,329399,32,2,21,9,40
Project_4516,Web application security audit,GDPR,standard,112,240642,19,0,18,1,40
Project_4517,Web application security audit,ISO 27001,deep,200,166202,9,2,5,2,58
Project_4518,Web application security audit,ISO 27001,deep,454,477426,10,0,7,3,69
Project_4519,Web application security audit,OWASP,standard,8,66691,6,4,2,0,52
Project_4520,Web application security audit,OWASP,standard,221,447036,0,0,0,0,100
Project_4521,Web application security audit,OWASP,standard,72,293832,21,2,19,0,40
Project_4522,Web application security audit,OWASP,standard,24,191098,0,0,0,0,100
Project_4523,Web application security audit,GDPR,standard,332,450347,6,0,3,3,85
Project_4524,Web application security audit,PCI-DSS,deep,408,135310,1,1,0,0,90
Project_4525,Web application security audit,OWASP,standard,232,85684,34,3,25,6,40
Project_4526,Web application security audit,GDPR,deep,138,313288,36,5,27,4,40
Project_4527,Web application security audit,ISO 27001,deep,41,187414,16,1,12,3,40
Project_4528,Web application security audit,GDPR,standard,474,367988,7,3,2,2,60
Project_4529,Web application security audit,ISO 27001,standard,413,228567,30,0,27,3,40
Project_4530,Web application security audit,PCI-DSS,deep,123,340714,19,5,0,14,40
Project_4531,Web application security audit,ISO 27001,standard,7,302870,33,0,14,19,40
Project_4532,Web application security audit,ISO 27001,standard,35,132356,39,3,0,36,40
Project_4533,Web application security audit,GDPR,deep,166,5407,32,5,13,14,40
Project_4534,Web application security audit,PCI-DSS,standard,484,418750,32,2,22,8,40
Project_4535,Web application security audit,GDPR,standard,429,160681,21,4,15,2,40
Project_4536,Web application security audit,ISO 27001,deep,91,15639,35,3,8,24,40
Project_4537,Web application security audit,GDPR,standard,399,145236,8,1,4,3,71
Project_4538,Web application security audit,ISO 27001,standard,48,444412,19,5,10,4,40
Project_4539,Web application security audit,GDPR,deep,46,395279,40,0,15,25,40
Project_4540,Web application security audit,OWASP,standard,215,468228,27,4,9,14,40
Project_4541,Web application security audit,PCI-DSS,standard,212,99608,35,0,3,32,56
Project_4542,Web application security audit,PCI-DSS,deep,359,37550,4,2,1,1,75
Project_4543,Web application security audit,PCI-DSS,standard,468,153569,10,5,4,1,40
Project_4544,Web application security audit,GDPR,deep,55,221960,5,4,0,1,59
Project_4545,Web application security audit,OWASP,deep,392,381880,40,0,0,40,60
Project_4546,Web application security audit,GDPR,deep,161,119084,35,3,18,14,40
Project_4547,Web application security audit,OWASP,standard,394,31972,20,0,17,3,40
Project_4548,Web application security audit,PCI-DSS,deep,201,465689,35,4,15,16,40
Project_4549,Web application security audit,PCI-DSS,deep,37,137088,0,0,0,0,100
Project_4550,Web application security audit,GDPR,standard,192,341229,34,3,13,18,40
Project_4551,Web application security audit,OWASP,standard,321,62097,26,4,16,6,40
Project_4552,Web application security audit,OWASP,deep,404,455256,32,1,14,17,40
Project_4553,Web application security audit,GDPR,standard,36,251126,30,3,5,22,40
Project_4554,Web application security audit,ISO 27001,standard,273,54008,10,5,4,1,40
Project_4555,Web application security audit,ISO 27001,deep,374,462623,40,0,20,20,40
Project_4556,Web application security audit,GDPR,deep,155,102360,13,4,1,8,48
